text,ade,meddra,level
too scared to go back to sleep horrid imposing dream #mewmeds #quetiapine #mentalhealth #bipolar,horrid imposing dream,bad dreams,LLT
whoa quetiapine stop making me feel drowsy yo,drowsy,drowsiness,LLT
@mc_elhill @mhchat @womblegeorge #mhchat i had sleep paralysis every night for four months when i took quetiapine in addition to lamotrigine,sleep paralysis,sleep paralysis,PT
"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!",hunger,feeling hungry,LLT
"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!",cravings,food craving,PT
@hopingforhope1 i found it worked better for me than quetiapine because it didn't make me as drowsy.,drowsy,drowsiness,LLT
"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before",manic,manic state,LLT
guess what? still feeling weird. fuck you quetiapine. fuck you.,feeling weird,weird feeling,LLT
"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.",hallucinations,hallucinations,LLT
"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.",breastmilk production,lactation induced,LLT
@bipolarblogger i'm on citalapram and 600mg quetiapine - i'm not sleeping!,not sleeping,difficulty sleeping,LLT
just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,knackered when i wake,groggy on awakening,LLT
just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,sleeping,sleepiness,LLT
"got offered a seat on the tube this morning. quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice",hungrier,feeling hungry,LLT
not hungry but eating anyway. thank you quetiapine you utter cunt.,eating,increased appetite,PT
"@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine.",biffiness,mental impairment,PT
"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",fatness,weight gain,LLT
"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",weight-gaining,weight gain,LLT
"i seem to need to sleep right now. quetiapine takers, is this normal?",sleep right now,sleepiness,LLT
@crescentcolours that'll be the quetiapine making you drowsy. it's a common side effect xx,drowsy,drowsiness,LLT
@jelizap tried lithium &amp; depakote been reading up on lamotrigine it was suggested but had such nightmare with quetiapine was scared to try,nightmare,nightmare,PT
people taking #quetiapine - does this need to sleep 24/7 go eventually? cos this is not sustainable beyond the short term.,need to sleep 24/7,sleep excessive,LLT
think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.,headache,headache,PT
"@whatkatie_did i'm certainly weird but it's quetiapine instead of crack, i can't get that on prescription.",weird,weird feeling,LLT
#restlesslegs #quetiapine,restlesslegs,restless legs,LLT
@butterflywgs ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable,hangovers,hangover effect,LLT
@redbuttongirl combining them with the quetiapine makes me hallucinate :/,hallucinate ,hallucination,PT
and quetiapine makes you gain weight i'm scared,gain weight,weight gain,LLT
act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,lucid dreaming,lucid dreams,LLT
act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,sleep paralysis,sleep paralysis,PT
@bipolarblogger i hate quetiapine. i was so relieved to come off it and stop feeling like a zombie.,zombie,felt like a zombie,LLT
this quetiapine isn't working damnit!!!! does make me hungry at night though... *sigh*,hungry,feeling hungry,LLT
it's raining. i ran for the bus when i didn't need to. my gp letter isn't right. sweating like a pig thanks to quetiapine. brighton bound!,sweating,sweating,LLT
@inkyworld why i came off it. gp told me its not dangerous but it is damn unpleasant. at least i know it's the quetiapine that's causing it,not dangerous but it is damn unpleasant,feeling unwell,LLT
damn you quetiapine side effect. was quite enjoying being able to sleep at night,able to sleep at night,difficulty sleeping,LLT
"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk.",slur,slurred speech,LLT
still a slightly fast pulse this morning. i know this is the quetiapine,fast pulse,pulse rapid,LLT
@loveusnotdrugus many congratualtions for being able to come off quetiapine - i have read that and clozapine are the worst for withdrawals,withdrawals,withdrawal symptom,LLT
"@cheer_bear13 quetiapine knocked me sidewards for a week then i suddenly woke up activated. then relapsed, upped dose, activated &amp; so on",knocked me sidewards,fatigue,PT
@stillicides well no. but it's just that i dropped my quetiapine last night. i slept horribly! but i feel v unfoggy...,slept horribly,sleep disturbance,LLT
@lilythepurr i've had too much quetiapine today - i'm zombified.,zombified,felt like a zombie,LLT
i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.,drooling,drooling,PT
"whilst most kids ask santa for xmas presents, i'm like, can we reduce my quetiapine intake, i need to get out of bed",get out of bed,hard to awaken,LLT
pretty sure the quetiapine was affecting my sense of taste,taste,taste disturbance,LLT
@jennniff i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!,eating incredibly differently,appetite fluctuation,LLT
this week i officially stopped taking my quetiapine. i'm happy to be able to have a life again and not sleep 12 hours.,sleep 12 hours,sleep excessive,LLT
@lynseypattie @ukschizophrenic @polarbear3127 @weswroten its quetiapine for me. i was wearing factor 30 today &amp; i still burnt :-(,burnt,sun sensitivity,LLT
quetiapine side affects are increased appetite and cravings. it all makes sense. ??????,cravings,food craving,PT
quetiapine side affects are increased appetite and cravings. it all makes sense. ??????,increased appetite,increased appetite,PT
oh man! i've been a total quetiapine zombie all morning! i've been taking them for years but every now  then they really mess me up!,zombie,felt like a zombie,LLT
@gangamstyledad is that like quetiapine. when i had to take that crap i could not stay up longer than 11 hours,not stay up,sleepiness,LLT
"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla.",boobs humungous,enlargement breast female,LLT
"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla.",prolactin,prolactin levels increased,LLT
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",boobs humungous,enlargement breast female,LLT
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",prolactin levels,prolactin levels increased,LLT
21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.,back ache,back ache,LLT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,aching knees,aching in knees,LLT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,back pain,back pain,PT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,weak,weakness,LLT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",neck ache,neck discomfort,LLT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",back pain,back pain,PT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",headache,headache,PT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",limping ,limping,LLT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",weak knees,weakness,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",should ache,ache,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",knee ache,aching in knees,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",back pain,back pain,PT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",neck,neck pain,PT
08.26 day 14 rivaroxaban diary. just been to cut some wild roses down so workmen can easily get to part of my garage. intense back pain.,back pain,back pain,PT
02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.,back pain,back pain,PT
02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.,neck ache,neck pain,PT
rivaroxaban diary 2/2 ..but not hungry. has to be taken with food. only had 1 hot drink and 1 slice of bread so far today,not hungry,appetite lost,LLT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",back,back pain,PT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",knee pain,knee pain,LLT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",walking painful,walking difficulty,LLT
rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.,ache,ache,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",back,back pain,PT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",pains in head,head pain,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",legs,leg pain,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",neck,neck pain,PT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",hip,pain in hip,LLT
"02.03 rivaroxaban diary day 20. some neck pain and legs still weak, but feeling much better. very warm night.",neck pain,neck pain,PT
"02.03 rivaroxaban diary day 20. some neck pain and legs still weak, but feeling much better. very warm night.",legs still weak,weakness in extremity,LLT
"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",fluid retention,fluid retention,PT
"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",pain,pain,PT
"i reckon i have drug-induced oedema causing musculo-skeletal pain. likely drug combination: rivaroxaban, losartan, and simvastatin.",musculo-skeletal pain,musculoskeletal pain,PT
"i reckon i have drug-induced oedema causing musculo-skeletal pain. likely drug combination: rivaroxaban, losartan, and simvastatin.",oedema,oedema,PT
21.43 day 25 rivaroxaban diary. think all rvxbn nowq out of my body but losartan (last 25mg tablet taken 4 days ago) remains. still aching.,aching,generalized aching,LLT
@mhchat hopefully i would love to chat or talk by skype with you and your team. i am on 1 med saphris. i lost 10 pounds 2 months ago.,lost 10 pounds,weight loss,LLT
slept 11 hours last night on seroquel o.o,slept 11 hours,sleep excessive,LLT
this #seroquel gotta nigga feelin like a  slow turtle. #ihatemeds,slow turtle,sluggishness,PT
@annaspargoryan benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.,panic attack,panic attack,PT
"last night, i had a dream that @bromethazine and i were going to have sex, but i was too tired. seroquel is the devil.",tired,tiredness,LLT
can't even take a seroquel cause i gotta wake up smfh,gotta wake up,hard to awaken,LLT
this seroquel got me sleepy,sleepy,sleepy,LLT
@exitingcorpse @luckystubbs seroquel was my boner kryptonite when i was a disfunctional teen,boner kryptonite,erection failure,LLT
i'm not sure if seroquel is helping us or making things even worse.. anyone else knows if it can make dissociation worse?,dissociation,dissociation,PT
not to mention the thousands of people online who say they?ve stacked on the weight due to taking seroquel.,stacked on the weight,weight gain,LLT
"magically my appetite has gone back to normal since going off seroquel! well, well, well - i was right, the doctor was wrong.",appetite,appetite fluctuation,LLT
why do i always get the seroquel munchies!?,munchies,feeling hungry,LLT
i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.,sedated ,sedation,PT
i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.,unconscious,somnolence,PT
@rowlegendary r u on any meds? my dreams on seroquel are fucked up,dreams,abnormal dreams,PT
my seroquel this morning got me lethargic,lethargic,lethargic,LLT
"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute.",mute,speech loss,LLT
@danietreg oh yep! the only trouble with seroquel for me is i don't want to get up in the morning. i've always been an early riser.,don't want to get up,hard to awaken,LLT
to take my seroquel and have weird dreams or to not... real life lyndsey world questions,weird dreams,abnormal dreams,PT
@breatheinhope blargh hate this. particularly with seroquel at night. i not i don't sleep. if have and have more cant get up :/,cant get up,hard to awaken,LLT
@breatheinhope blargh hate this. particularly with seroquel at night. i not i don't sleep. if have and have more cant get up :/,don't sleep,sleep loss,LLT
my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o,knock me the fuck out ,loss of consciousness,PT
the seroquel is definitely causing this restlessness i'm experiencing #jitters,jitters,jitteriness,LLT
the seroquel is definitely causing this restlessness i'm experiencing #jitters,restlessness,restlessness,PT
shouts out to seroquel for giving me that blessed 17h sleep tho,17h sleep,sleep excessive,LLT
"@preciousthing i just had a look buddy, and my medication (seroquel) does affect tolerance to the sun.",tolerance to the sun,sun sensitivity,LLT
"@badboyfloyd_ lmao, i'm prescribed baby. it's for my anxiety. i take seroquel, and celexa with it. i'm a fucking zombie after 9pm.",zombie,felt like a zombie,LLT
@deanmikel i'm not lazy!! my seroquel knocked me out!!,knocked me out,sleepiness,LLT
that seroquel had me sleepy as fuck alllll damn day,sleepy,sleepy,LLT
my tremors are horrible. fuck seroquel.,tremors,tremor,PT
"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",rocking,akathisia,PT
"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",jolting,jerkiness,LLT
seroquel will make you sleep for 12 hours.,sleep for 12 hours,sleep excessive,LLT
so damn sleepy. this seroquel is fucking me up so bad.,sleepy,sleepy,LLT
@flatchests it has nothing to do with any of that~ apparently seroquel makes you gain alot of weight -__-,gain alot of weight,weight gain,LLT
that seroquel has been given me some seriously fucked up dreams.,fucked up dreams,abnormal dreams,PT
"@jessbarrett227 taking someone off 150mg off seroquel, mixing it with olanzapine in 2 wks causes psychosis - a proper assess was not done.",psychosis,psychosis,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",feel so drink,drunk-like effect,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",nauseated,nauseated,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",cant really walk,unable to walk,LLT
"if you want to sleep for 15 hours, take seroquel. fuck i just woke up and it's 4",sleep for 15 hours,sleep excessive,LLT
"wow, the rls is out of control tonight #notfun does anyone out there taking seroquel have issues with restless leg syndrome?",restless leg syndrome,restless leg syndrome,LLT
"wow, the rls is out of control tonight #notfun does anyone out there taking seroquel have issues with restless leg syndrome?",rls,restless leg syndrome,LLT
only problem is i'm hungry. seroquel nation hunger :(,hunger,feeling hungry,LLT
only problem is i'm hungry. seroquel nation hunger :(,hungry,feeling hungry,LLT
@nanamack69 i'm here been in a seroquel coma lol,coma,somnolence,PT
oh i get it  ambien  seroquel  now i'm floatin,floatin,floating feeling,LLT
"found out that it could be two months before i sleep well again now that i'm off seroquel. srsly, fuck the psychiatrist that put me on it.",sleep,sleep disturbance,LLT
"seroquel is causing more gaps in memory, i don't remember going to therapy and as usual no one has stepped up to claim thos memories &gt;&gt;",gaps in memory,memory impairment,PT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",angry,anger,PT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",manic reactions,manic reaction,LLT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal", tired,tiredness,LLT
"@adelerosenbloom getting off seroquel (sero-kill) can cause convulsions, fever, toxic reactions, psychotic reactions. and other shit",convulsions,convulsions,LLT
"@adelerosenbloom getting off seroquel (sero-kill) can cause convulsions, fever, toxic reactions, psychotic reactions. and other shit",toxic reactions,drug toxicity,LLT
"@adelerosenbloom getting off seroquel (sero-kill) can cause convulsions, fever, toxic reactions, psychotic reactions. and other shit",fever,fever,LLT
"@adelerosenbloom getting off seroquel (sero-kill) can cause convulsions, fever, toxic reactions, psychotic reactions. and other shit",psychotic reactions,psychotic behavior,LLT
"seroquel census: ""did we kiss?"" (notes i scribble next to my bed at 5am, loopy on anti-psychotics)",loopy,fuzzy,LLT
@obsidianvormund was on seroquel for years in my teens &amp; stopped taking it. a 'quack' doc put me back on it &amp; i gained 50 in 3 months.,gained 50,weight gain,LLT
seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.,muscle spasms,muscle spasms,PT
seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.,sleep paralysis,sleep paralysis,PT
@kaliruoff ohhh...lmao that's just great. maybe it was probably seroquel. that stuff knocks you outttttttt haha,knocks you outttttttt,loss of consciousness,PT
"@alyseisspecial omg seroquel. that made me crazy town. i hope it's a low dose. so it's almost midnight. last gulp now, and sober tomorrow.",crazy town,psychosis,LLT
"i have been on seroquel (quetiapine) for so long i don't even know what the side-effects are! although, i think overheating is definitely 1.",overheating,body temperature increased,PT
seroquel makes me wanna eat so much,eat so much,increased appetite,PT
damn you seroquel! why you only let me sleep four hours!?!?,only let me sleep four hours,sleep disturbance,LLT
80.sevenkg. not good at all. seroquel will do it's best to make those numbers bigger so now i have to really watch what i eat.,make those numbers bigger,weight gain,LLT
"conclusion: my psychiatrist is not very attentive and i should be on seroquel, not benzos and the maniatriggering lamitol. #ugh",mania,mania,PT
@crazyindapeg 3 seroquel?? hell i take half of the lowest dosage and i am knocked on my ass!!,knocked on my ass,fatigue,PT
@privacy625 @sandycolon25 the seroquel is addictive a d they deny it.,addictive,dependence addictive,LLT
"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely.",hangover,hangover effect,LLT
"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely.",sleep,somnolence,PT
@bipolar_mania i just got diagnosed a few weeks ago with bpd...they put me on seroquel and kept me on zoloft with it. it makes me eat a lot.,eat a lot,increased appetite,PT
".@tootingrebecca at last, a good side effect. couldn't go back on seroquel due to diabetes risk.",diabetes risk,diabetes,LLT
@tootingrebecca when i forgot seroquel made me feel fucking ill as fuck!,ill,ill feeling,LLT
"@karensmallcat i hated seroquel, i was sleeping 18 hrs a day on it", sleeping 18 hrs a day ,daytime sleepiness,LLT
"@dearabbygail yeah, ambien is also addictive, so short term is the goal. ask about seroquel? tell the doc about all the health stuffs though",addictive,dependence addictive,LLT
oops meant to say janice ian. that's why my doctor took me off seroquel... because it makes me retarded.,retarded,mental impairment,PT
fuck seroquel. i need to be awake,need to be awake,somnolence,PT
"i need to progress onto oxazepam.apparently it's more sedating. seroquel is sedating, but you can hardly open or close your mouth.",hardly open or close your mouth,sedation,PT
"no fail, seroquel does make you hungry.",hungry,feeling hungry,LLT
"@glass1ncision it's called seroquel prolong (quetiapine). apart from the weight gain, i am actually quite happy with it.",weight gain,weight gain,LLT
seroquel has arrived. question now is when do i want to be zombified?,zombified,felt like a zombie,LLT
"two days without my seroquel? i feel like death, seriously",feel like death,feeling unwell,LLT
stopped #seroquel for 2 months as it caused terrible side effect. had to start back up or lose my job #hotflashes r soooo fun #thisismylife,hotflashes,hot flashes,LLT
"although taking it now would run counter to my current ""food  seroquel = rls"" philosophy",rls,restless leg syndrome,LLT
wish i could stay up and do nicething with all the loveliesd but woah does seroquel hit hard,hit hard,sedation,PT
i wonder if seroquel /then/ food still equals restless legs,restless legs,restless legs,LLT
#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,diabetes,diabetes,LLT
#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,tremors,tremor,PT
#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,weight gain,weight gain,LLT
ooh me too! rt @xyle50ul: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain., tremors,tremor,PT
ooh me too! rt @xyle50ul: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain.,weight gain,weight gain,LLT
@eqinnastra all the time! i took trazodone last night and it really helped- but it was difficult to wake up :-/,difficult to wake up,hard to awaken,LLT
@stinkings @evilbadgerette trazodone was evil. turned you all flat :(,flat,flat affect,PT
"i've taken everything but my trazodone that's tonight, but the nasal spray is giving me a drip :|",drip,postnasal drip,LLT
"rp mcmurphy was right about the trazodone being my new favorite bed-buddy. rip, melatonin dreams. you were getting too weird - even for me.",dreams,abnormal dreams,PT
last night i was a mermaid and then a wizard who had to save the world while being hunted by the japanese... err thank you #trazodone ?,last night i was a mermaid and then a wizard who had to save the world while being hunted by the japanese,bizarre dreams,LLT
@droz i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?! #ozsleep,crazy dreams,bizarre dreams,LLT
pop a trazodone i have fuckin dry mouth,dry mouth,dry mouth,PT
trazodone is no joke. slept through every alarm.,slept through every alarm,hard to awaken,LLT
"trazodone hangovers are the worst, though. sigh",hangovers,hangover effect,LLT
god knows how i'm going to sleep tonight after sleeping 9 hours in the day ? #trazodone ?,sleeping 9 hours in the day,daytime sleepiness,LLT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",confusion,confusion,LLT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",deliriousness,delirious,LLT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",insomnia,insomnia,PT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",nauesousness,nauseous,LLT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",withdrawal,withdrawal symptom,LLT
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",withdrawal,withdrawal symptom,LLT
&amp; i'm not taking that trazodone ever again shit had me sleep for like 12 hours,sleep for like 12 hours,sleep excessive,LLT
"woke up from a nap with a really bad headache, my 2nd headache in three days. #trazodone #withdrawls",headache,headache,PT
"woke up from a nap with a really bad headache, my 2nd headache in three days. #trazodone #withdrawls",headache,headache,PT
"woke up from a nap with a really bad headache, my 2nd headache in three days. #trazodone #withdrawls",withdrawls,withdrawal symptom,LLT
exhausted...can't fall asleep. don't wanna take a trazadone and wake up hungover. #sleepdisorderproblems,hungover,hangover effect,LLT
"@iamjoy1 yeah i know, i dont take my trazadone at night cause it makes me feel groggy in the morning and i wont wake to my alarm):",groggy,groggy,LLT
"@iamjoy1 yeah i know, i dont take my trazadone at night cause it makes me feel groggy in the morning and i wont wake to my alarm):",wont wake,hard to awaken,LLT
"@inukeyou and then i had horrible sleep once i took the trazodone. i just couldn't win, haha.",horrible sleep,sleep disturbance,LLT
i can't stop yawning #trazodone,yawning,yawning,PT
had a dream my eyes got burned out of my head. thank you trazodone,dream,abnormal dreams,PT
21y.o. w/ sickle-cell anemia and taking trazodone presents w/ priapism. what's the cause?,priapism,priapism,PT
im on the codiene lean oxy hydro pill trazodone ah man loud n moscato vision blurry still alot on deck fuck everybody im rollin #superhard,vision blurry,blurry vision,LLT
dear lord how did i just now wake up? thank you trazodone for ruining my life.,just now wake up,hard to awaken,LLT
"@thekatieduke pt with similar found out trazodone can do the same. md said it was common. ""trazodone gives you a bone"". he is a poet.",bone,priapism,PT
my tolerance for my trazodone goes up every few days??,tolerance,tachyphylaxis,PT
@katie_woodman fingers crossed i have been taken off tysabri because my body is resisting it ha typical hope you are doing ok :),resisting it,tachyphylaxis,PT
tysabri infusion #54 yesterday. made me feel tired and out of it for a while. maybe it's the heat - 34c (94f)!!! maybe a very hot summer?,out of it,spaced out,LLT
tysabri infusion #54 yesterday. made me feel tired and out of it for a while. maybe it's the heat - 34c (94f)!!! maybe a very hot summer?,tired,tiredness,LLT
@kirkby007 i had a gene test for tysabri i guess it can cause a fatal brain disorder. my chances are low.. but that crap is creepy.,brain disorder,brain disorder nos,LLT
have any of you developed knee pain since starting tysabri ? what helps with the problem ?,knee pain,knee pain,LLT
i have put on weight (thanks ms and #tysabri). always look on the bright side: time for a @thinkgeek t-shirt spree! #winning,put on weight,weight gain,LLT
"anyway, i was just feeling itchy and my neck was red so they gave me benedryl with my #tysabri. might be a coincidence but just in case",itchy,itchy,LLT
"anyway, i was just feeling itchy and my neck was red so they gave me benedryl with my #tysabri. might be a coincidence but just in case",neck was red,red neck,LLT
"i need more energy today. don't know where to get it from, though. this is the result of going off #tysabri for #msandlife and heat-related.",energy,energy decreased,LLT
why must i be so tired. this spell better just be new med beginnings &amp; go away! #tysabri,tired,tiredness,LLT
tysabri bruises are the best http://t.co/l1gpzefu5f,bruises,bruise,LLT
wondered why my limbs ached and i was shivering on the hottest day of the year so far. forgot my venlafaxine. that'll be withdrawal then!,limbs ached,aching in limb,LLT
wondered why my limbs ached and i was shivering on the hottest day of the year so far. forgot my venlafaxine. that'll be withdrawal then!,shivering,shivering,LLT
wondered why my limbs ached and i was shivering on the hottest day of the year so far. forgot my venlafaxine. that'll be withdrawal then!,withdrawal,withdrawal symptom,LLT
"@fibrofighter08 venlafaxine gave me horrendous nightmares, &amp; coming of it was horrific.!",nightmares,nightmares,LLT
"@fibrofighter08 venlafaxine gave me horrendous nightmares, &amp; coming of it was horrific.!",coming of it was horrific,withdrawal syndrome,PT
seem to be feeling a bit better. disturbed sleep is a problem though. #venlafaxine #day15,disturbed sleep,sleep disturbed,LLT
i can?t see the point in taking #venlafaxine it?s screwing up my sleep &amp; i?m pretty sure it?s not helping with the depression.,screwing up my sleep,sleep disturbance,LLT
"@calyxxx same with venlafaxine, 1 user i spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time",acid like trips,perceptual distortion,LLT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",diarrhea,diarrhea,LLT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",flu symptoms,flu like symptoms,LLT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",headache,headache,PT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",nausea,nausea,PT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",sweats,sweating,LLT
"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal",withdrawal,withdrawal symptom,LLT
"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal",anxious,feeling anxious,LLT
"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal",head pain,head pain,LLT
